OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),"1:5,000 AEP SA_3s_NSHA23",,,,
2668,367,54,53400.7,7.3,HW,,2,0.018738,,,,
2669,367,31,62868.3,7.0,HW,,2,0.018738,,,,
2670,367,42,63701.3,7.1,HW,,2,0.018738,,,,
2671,367,26,64004.7,6.9,HW,,2,0.018738,,,,
2672,367,19,71629.0,6.7,HW,,2,0.018738,,,,
2673,367,30,74824.4,7.0,HW,,2,0.018738,,,,
2674,367,18,87556.9,6.7,HW,,2,0.018738,,,,
2675,367,15,90792.9,6.6,HW,,2,0.018738,,,,
2676,367,31,95431.8,7.0,FW,,2,0.018738,,,,
2677,367,44,100291.2,7.2,HW,,2,0.018738,,,,
2678,367,82,103635.3,7.5,HW,,2,0.018738,,,,
2679,368,44,45201.7,7.2,HW,,2,0.0062775,,,,
2680,368,9,83728.8,6.3,FW,,2,0.0062775,,,,
2681,368,37,100117.6,7.1,HW,,2,0.0062775,,,,
2682,369,8,7498.7,6.3,HW,,2,0.020757,,,,
2683,369,48,67203.9,7.2,HW,,2,0.020757,,,,
2684,369,12,78381.8,6.5,HW,,2,0.020757,,,,
2685,369,11,84892.4,6.4,FW,,2,0.020757,,,,
2686,369,53,93706.6,7.2,HW,,2,0.020757,,,,
2687,369,23,101284.8,6.8,HW,,2,0.020757,,,,
2688,370,19,3417.2,6.7,HW,,1,0.016728,,,,
2689,370,38,28208.1,7.1,HW,,1,0.016728,,,,
2690,370,15.58,45371.9,6.6,HW,,1,0.016728,,,,
2691,370,31,86275.9,7.0,HW,,1,0.016728,,,,
2692,371,43,3035.0,7.1,HW,,1,0.022202,,,,
2693,371,14,3100.9,6.6,HW,,1,0.022202,,,,
2694,371,93,3766.0,7.5,HW,,1,0.022202,,,,
2695,371,38,11001.2,7.1,HW,,1,0.022202,,,,
2696,371,53,12602.0,7.2,HW,,1,0.022202,,,,
2697,371,47,20317.9,7.2,HW,,1,0.022202,,,,
2698,371,15,32151.0,6.6,HW,,1,0.022202,,,,
2699,371,17,35079.9,6.7,HW,,1,0.022202,,,,
2700,371,24,37583.1,6.8,HW,,1,0.022202,,,,
2701,371,54,38197.0,7.3,HW,,1,0.022202,,,,
2702,371,10,42426.0,6.4,HW,,1,0.022202,,,,
2703,371,54,43138.5,7.3,HW,,1,0.022202,,,,
2704,371,54,43663.7,7.3,HW,,1,0.022202,,,,
2705,371,42,47394.7,7.1,HW,,1,0.022202,,,,
2706,371,33,48338.8,7.0,HW,,1,0.022202,,,,
2707,371,55,58991.3,7.3,HW,,1,0.022202,,,,
2708,371,79,59423.4,7.4,HW,,1,0.022202,,,,
2709,371,172,71361.1,7.8,HW,,1,0.022202,,,,
2710,371,24,75772.6,6.8,HW,,1,0.022202,,,,
2711,371,57,77903.6,7.3,HW,,1,0.022202,,,,
2712,371,111,81931.4,7.6,HW,,1,0.022202,,,,
2713,371,30,82813.1,7.0,HW,,1,0.022202,,,,
2714,372,40,1671.1,7.1,HW,,2,0.0037186,,,,
2715,374,28,75026.4,6.9,HW,,2,0.01414,,,,
2716,374,70,75448.5,7.4,HW,,2,0.01414,,,,
2717,374,64,78602.4,7.3,HW,,2,0.01414,,,,
2718,374,55,89775.9,7.3,HW,,2,0.01414,,,,
2719,374,24.723261,102413.4,6.9,HW,,2,0.01414,,,,
2720,375,70,943.5,7.4,HW,,2,0.036961,,,,
2721,375,56.215053,13121.6,7.3,HW,,2,0.036961,,,,
2722,375,101,18151.4,7.6,HW,,2,0.036961,,,,
2723,375,42.07241,27497.2,7.1,HW,,2,0.036961,,,,
2724,375,29,30283.6,6.9,HW,,2,0.036961,,,,
2725,375,7,42845.9,6.2,HW,,2,0.036961,,,,
2726,375,41,43882.4,7.1,HW,,2,0.036961,,,,
2727,375,68,44291.6,7.4,HW,,2,0.036961,,,,
2728,375,19,51138.3,6.7,HW,,2,0.036961,,,,
2729,375,34,60968.9,7.0,HW,,2,0.036961,,,,
2730,375,49,63109.3,7.2,HW,,2,0.036961,,,,
2731,375,25,65140.0,6.9,HW,,2,0.036961,,,,
2732,375,24.633328,67572.8,6.9,HW,,2,0.036961,,,,
2733,375,72,71022.3,7.4,HW,,2,0.036961,,,,
2734,375,55,77858.3,7.3,HW,,2,0.036961,,,,
2735,375,24.723261,84063.6,6.9,HW,,2,0.036961,,,,
2736,375,59.978704,85200.3,7.3,HW,,2,0.036961,,,,
2737,375,60,87568.3,7.3,HW,,2,0.036961,,,,
2738,375,126,88111.6,7.7,HW,,2,0.036961,,,,
2739,375,115,89990.2,7.6,HW,,2,0.036961,,,,
2740,375,4,97930.8,5.9,HW,,2,0.036961,,,,
2741,375,60,100896.8,7.3,HW,,2,0.036961,,,,
2742,375,64,102810.7,7.3,HW,,2,0.036961,,,,
2743,376,44,53458.6,7.2,HW,,1,0.011433,,,,
2744,377,10,59558.4,6.4,HW,,1,0.035764,,,,
2745,378,23,40624.3,6.8,HW,,2,0.024932,,,,
2746,378,50,44679.7,7.2,HW,,2,0.024932,,,,
2747,378,25,50910.5,6.9,HW,,2,0.024932,,,,
2748,378,14,66817.6,6.6,HW,,2,0.024932,,,,
2749,378,38,67882.2,7.1,HW,,2,0.024932,,,,
2750,378,62,68577.7,7.3,HW,,2,0.024932,,,,
2751,378,55,70048.7,7.3,HW,,2,0.024932,,,,
2752,378,26,75303.5,6.9,HW,,2,0.024932,,,,
2753,378,66,76987.7,7.4,HW,,2,0.024932,,,,
2754,378,8,81610.8,6.3,HW,,2,0.024932,,,,
2755,378,12,82477.9,6.5,HW,,2,0.024932,,,,
2756,378,44,82714.0,7.2,HW,,2,0.024932,,,,
2757,378,56,86755.3,7.3,HW,,2,0.024932,,,,
2758,378,19,88106.2,6.7,HW,,2,0.024932,,,,
2759,378,19,89536.5,6.7,HW,,2,0.024932,,,,
2760,378,2,90379.6,5.6,HW,,2,0.024932,,,,
2761,378,11,93315.8,6.4,HW,,2,0.024932,,,,
2762,378,78,95871.5,7.4,HW,,2,0.024932,,,,
2763,378,25,97478.7,6.9,HW,,2,0.024932,,,,
2764,378,37,97872.4,7.1,HW,,2,0.024932,,,,
2765,378,34,100901.7,7.0,HW,,2,0.024932,,,,
2766,378,28,102546.6,6.9,HW,,2,0.024932,,,,
2767,380,20,81671.6,6.8,HW,,2,0.0077455,,,,
2768,380,37,94318.6,7.1,HW,,2,0.0077455,,,,
2769,383,37,61857.1,7.1,HW,,2,0.0069511,,,,
2770,383,20,65267.4,6.8,HW,,2,0.0069511,,,,
2771,383,9,92741.2,6.3, FW,,2,0.0069511,,,,
2772,383,44,95976.2,7.2,HW,,2,0.0069511,,,,
2773,384,55,11570.1,7.3,HW,,2,0.022442,,,,
2774,384,24.633328,17456.1,6.9,HW,,2,0.022442,,,,
2775,384,24.723261,18923.2,6.9,HW,,2,0.022442,,,,
2776,384,64,21698.0,7.3,HW,,2,0.022442,,,,
2777,384,68,25732.8,7.4,HW,,2,0.022442,,,,
2778,384,49,38085.4,7.2,HW,,2,0.022442,,,,
2779,384,72,71334.8,7.4,HW,,2,0.022442,,,,
2780,384,29,80291.0,6.9,HW,,2,0.022442,,,,
2781,384,19,98917.1,6.7,HW,,2,0.022442,,,,
2782,384,7,101878.4,6.2,HW,,2,0.022442,,,,
2783,385,10,44052.7,6.4,HW,,1,0.01379,,,,
2784,385,64,55137.2,7.3,HW,,1,0.01379,,,,
2785,385,38,58636.2,7.1,HW,,1,0.01379,,,,
2786,385,59,72591.0,7.3,HW,,1,0.01379,,,,
2787,385,3,86035.3,5.8,HW,,1,0.01379,,,,
2788,385,57,94529.0,7.3,HW,,1,0.01379,,,,
2789,385,93,98520.4,7.5,HW,,1,0.01379,,,,
2790,386,40,84245.6,7.1,HW,,2,0.00393,,,,
2791,390,44,908.8,7.2,HW,,2,0.062102,,,,
2792,390,66,2989.6,7.4,HW,,2,0.062102,,,,
2793,390,26,8042.9,6.9,HW,,2,0.062102,,,,
2794,390,38,8819.4,7.1,HW,,2,0.062102,,,,
2795,390,2,14904.0,5.6,HW,,2,0.062102,,,,
2796,390,78,16093.9,7.4,HW,,2,0.062102,,,,
2797,390,37,19423.7,7.1,HW,,2,0.062102,,,,
2798,390,25,19892.8,6.9,HW,,2,0.062102,,,,
2799,390,11,24425.4,6.4,HW,,2,0.062102,,,,
2800,390,23,24784.1,6.8,HW,,2,0.062102,,,,
2801,390,34,34218.5,7.0,HW,,2,0.062102,,,,
2802,390,25,35890.4,7.2,HW,,2,0.062102,,,,
2803,390,53,35844.0,6.9,HW,,2,0.062102,,,,
2804,390,56,39359.9,7.3,HW,,2,0.062102,,,,
2805,390,30,40890.1,7.0,HW,,2,0.062102,,,,
2806,390,34,41364.0,7.0,HW,,2,0.062102,,,,
2807,390,28,41607.7,6.9,HW,,2,0.062102,,,,
2808,390,23,43949.8,6.8,HW,,2,0.062102,,,,
2809,390,19,44740.0,6.7,HW,,2,0.062102,,,,
2810,390,62,47284.3,7.3,HW,,2,0.062102,,,,
2811,390,14,47560.9,6.6,HW,,2,0.062102,,,,
2812,390,14,52183.8,6.6,HW,,2,0.062102,,,,
2813,390,24,54390.2,6.8,HW,,2,0.062102,,,,
2814,390,38,58466.2,7.1,HW,,2,0.062102,,,,
2815,390,50,58581.3,7.2,HW,,2,0.062102,,,,
2816,391,143,44440.7,7.7,HW,,2,0.01011,,,,
2817,391,44,47389.4,7.2,HW,,2,0.01011,,,,
2818,391,60,93902.2,7.3,HW,,2,0.01011,,,,
2819,392,37,16696.2,7.1,HW,,2,0.0053759,,,,
2820,392,9,44332.5,6.3,HW,,2,0.0053759,,,,
2821,392,20,58564.6,6.8,HW,,2,0.0053759,,,,
2822,392,44,82051.1,7.2,HW,,2,0.0053759,,,,
2823,392,27,91240.6,6.9,FW,,2,0.0053759,,,,
2824,393,26,73443.6,6.9,HW,,2,0.010241,,,,
2825,393,70,99296.7,7.4,HW,,2,0.010241,,,,
2826,394,70,3794.9,7.4,HW,,2,0.043993,,,,
2827,394,42.07241,6748.1,7.1,HW,,2,0.043993,,,,
2828,394,29,19465.6,6.9,HW,,2,0.043993,,,,
2829,394,56.215053,23716.5,7.3,HW,,2,0.043993,,,,
2830,394,7,25388.8,6.2,HW,,2,0.043993,,,,
2831,394,68,28887.4,7.4,HW,,2,0.043993,,,,
2832,394,101,33250.0,7.6,HW,,2,0.043993,,,,
2833,394,19,36689.7,6.7,HW,,2,0.043993,,,,
2834,394,41,40351.9,7.1,HW,,2,0.043993,,,,
2835,394,49,51578.0,7.2,HW,,2,0.043993,,,,
2836,394,72,54677.6,7.4,HW,,2,0.043993,,,,
2837,394,25,55344.8,6.9,HW,,2,0.043993,,,,
2838,394,34,61032.8,7.0,HW,,2,0.043993,,,,
2839,394,24.633328,74013.8,6.9,HW,,2,0.043993,,,,
2840,394,4,76817.4,5.9,HW,,2,0.043993,,,,
2841,394,126,80372.3,7.7,HW,,2,0.043993,,,,
2842,394,55,81620.9,7.3,HW,,2,0.043993,,,,
2843,394,59.978704,83894.9,7.3,HW,,2,0.043993,,,,
2844,394,60,86900.0,7.3,HW,,2,0.043993,,,,
2845,394,115,87064.5,7.6,HW,,2,0.043993,,,,
2846,394,60,91223.2,7.3,HW,,2,0.043993,,,,
2847,394,24.723261,92617.8,6.9,HW,,2,0.043993,,,,
2848,394,32.708688,98127.9,7.0,HW,,2,0.043993,,,,
2849,394,82,104826.2,7.5,HW,,2,0.043993,,,,
2850,394,44,105626.7,7.2,HW,,2,0.043993,,,,
2851,396,72,63525.5,7.4,HW,,2,0.016938,,,,
2852,396,49,69120.6,7.2,HW,,2,0.016938,,,,
2853,396,19,87708.6,6.7,HW,,2,0.016938,,,,
2854,396,68,90537.3,7.4,HW,,2,0.016938,,,,
2855,396,55,92492.8,7.3,HW,,2,0.016938,,,,
2856,396,7,96727.8,6.2,HW,,2,0.016938,,,,
2857,396,4,103039.3,6.9,HW,,2,0.016938,,,,
2858,396,24.633328,103020.9,5.9,HW,,2,0.016938,,,,
2859,396,29,103952.5,6.9,HW,,2,0.016938,,,,
2860,397,70,25656.3,7.4,HW,,2,0.012426,,,,
2861,397,28,33681.1,6.9,HW,,2,0.012426,,,,
2862,399,66,11730.2,7.4,HW,,2,0.025037,,,,
2863,399,123,17243.3,7.7,HW,,2,0.025037,,,,
2864,399,31,33563.4,7.0,HW,,2,0.025037,,,,
2865,399,45,37404.5,7.2,HW,,2,0.025037,,,,
2866,399,30,39933.3,7.0,HW,,2,0.025037,,,,
2867,399,19,41368.3,6.7,HW,,2,0.025037,,,,
2868,399,16,49816.1,6.6,HW,,2,0.025037,,,,
2869,399,162,60816.1,7.8,HW,,2,0.025037,,,,
2870,399,18,61633.6,6.7,HW,,2,0.025037,,,,
2871,399,60,69510.6,7.3,HW,,2,0.025037,,,,
2872,399,15,70357.9,6.6,HW,,2,0.025037,,,,
2873,399,54,71277.2,7.3,HW,,2,0.025037,,,,
2874,399,82,78483.6,7.1,HW,,2,0.025037,,,,
2875,399,42,78470.0,7.5,HW,,2,0.025037,,,,
2876,399,15,79830.8,6.6,HW,,2,0.025037,,,,
2877,399,14,81577.9,6.6,HW,,2,0.025037,,,,
2878,399,26,88681.6,6.9,HW,,2,0.025037,,,,
2879,399,114,89572.7,7.6,HW,,2,0.025037,,,,
2880,399,23,90593.4,6.8,HW,,2,0.025037,,,,
2881,399,52,90848.7,7.2,HW,,2,0.025037,,,,
2882,399,55,97279.1,7.3,HW,,2,0.025037,,,,
2883,399,35,97657.1,7.0,HW,,2,0.025037,,,,
2884,399,12,98708.1,6.5,HW,,2,0.025037,,,,
2885,400,3,74228.3,5.8,HW,,1,0.013153,,,,
2886,400,20,97914.6,6.8,HW,,1,0.013153,,,,
2887,403,44,77234.7,7.2,HW,,2,0.0067415,,,,
2888,404,37,20560.7,7.1,HW,,2,0.0039946,,,,
2889,404,9,36646.2,6.3,HW,,2,0.0039946,,,,
2890,404,27,50967.7,6.9,HW,,2,0.0039946,,,,
2891,404,2,70015.4,5.6,HW,,2,0.0039946,,,,
2892,404,20,87891.8,6.8,HW,,2,0.0039946,,,,
2893,404,44,91069.5,7.2,HW,,2,0.0039946,,,,
2894,405,44,25871.8,7.2,HW,,2,0.0058621,,,,
2895,405,9,70028.8,6.3,HW,,2,0.0058621,,,,
2896,405,37,93138.2,7.1,HW,,2,0.0058621,,,,
2897,406,20,69915.9,6.8,HW,,2,0.0076279,,,,
2898,406,37,90262.6,7.1,HW,,2,0.0076279,,,,
2899,407,2,20997.8,5.6,HW,,2,0.0033204,,,,
2900,407,27,80894.2,6.9,HW,,2,0.0033204,,,,
2901,407,37,89798.3,7.1,HW,,2,0.0033204,,,,
2902,409,27,47200.5,6.9,FW,,2,0.0033392,,,,
2903,409,2,64204.1,5.6,HW,,2,0.0033392,,,,
2904,409,9,103072.3,7.1,HW,,2,0.0033392,,,,
2905,409,37,103060.2,6.3,HW,,2,0.0033392,,,,
2906,410,2,7814.0,5.6,HW,,2,0.0033772,,,,
2907,410,37,82885.5,7.1,HW,,2,0.0033772,,,,
2908,410,27,86244.4,6.9, HW,,2,0.0033772,,,,
2909,410,9,104033.1,6.3,HW,,2,0.0033772,,,,
2910,411,143,66889.4,7.7,HW,,2,0.0099512,,,,
2911,411,78.775035,73338.9,7.4,HW,,2,0.0099512,,,,
2912,411,44,76790.5,7.2,HW,,2,0.0099512,,,,
2913,411,60,82510.9,7.3,HW,,2,0.0099512,,,,
2914,413,109,12239.6,7.6,HW,,2,0.032103,,,,
2915,413,53,18681.1,7.2,HW,,2,0.032103,,,,
2916,413,52,30356.9,7.2,HW,,2,0.032103,,,,
2917,413,68.82108,31842.7,7.4,HW,,2,0.032103,,,,
2918,413,27,38358.6,6.9,HW,,2,0.032103,,,,
2919,413,82,45371.5,7.5,HW,,2,0.032103,,,,
2920,413,115,66515.3,7.6,HW,,2,0.032103,,,,
2921,413,12,73145.9,6.5,HW,,2,0.032103,,,,
2922,413,48,82589.6,7.2,HW,,2,0.032103,,,,
2923,413,52,92001.7,7.2,HW,,2,0.032103,,,,
2924,413,60,92952.6,7.3, HW,,2,0.032103,,,,
2925,413,59.978704,103647.7,7.3,HW,,2,0.032103,,,,
2926,415,66,13779.0,7.4,HW,,2,0.021244,,,,
2927,415,19,20007.7,6.7,HW,,2,0.021244,,,,
2928,415,123,41257.1,7.7,HW,,2,0.021244,,,,
2929,415,30,49359.9,7.0,HW,,2,0.021244,,,,
2930,415,31,55784.1,7.0,HW,,2,0.021244,,,,
2931,415,54,62255.7,7.3,HW,,2,0.021244,,,,
2932,415,42,65605.0,7.1,HW,,2,0.021244,,,,
2933,415,45,66799.4,7.2,HW,,2,0.021244,,,,
2934,415,23,70996.6,6.8,HW,,2,0.021244,,,,
2935,415,14,72795.9,6.6,HW,,2,0.021244,,,,
2936,415,16,74515.0,6.6,HW,,2,0.021244,,,,
2937,415,60,75049.6,7.3,HW,,2,0.021244,,,,
2938,415,18,82508.5,6.7,HW,,2,0.021244,,,,
2939,415,15,82930.6,6.6,HW,,2,0.021244,,,,
2940,415,26,83126.1,6.9,HW,,2,0.021244,,,,
2941,415,162,85979.8,7.8,HW,,2,0.021244,,,,
2942,415,31,86333.4,7.0,HW,,2,0.021244,,,,
2943,415,55,89042.2,7.3,HW,,2,0.021244,,,,
2944,415,56,90473.8,7.3,HW,,2,0.021244,,,,
2945,415,15,94984.9,6.6,HW,,2,0.021244,,,,
2946,415,82,96432.7,7.5,HW,,2,0.021244,,,,
2947,415,12,96887.0,6.5,HW,,2,0.021244,,,,
2948,416,37,54839.3,7.1,HW,,2,0.006665,,,,
2949,416,20,64678.4,6.8,HW,,2,0.006665,,,,
2950,416,9,81406.3,6.3,FW,,2,0.006665,,,,
2951,416,44,86582.3,7.2,HW,,2,0.006665,,,,
2952,417,23,14526.2,6.8,HW,,2,0.021737,,,,
2953,417,19,33560.4,6.7,HW,,2,0.021737,,,,
2954,417,14,44671.7,6.6,HW,,2,0.021737,,,,
2955,417,55,59998.2,7.3,HW,,2,0.021737,,,,
2956,417,66,72547.6,7.4,HW,,2,0.021737,,,,
2957,417,12,75027.7,6.5,HW,,2,0.021737,,,,
2958,417,30,76796.9,7.0,HW,,2,0.021737,,,,
2959,417,50,81876.2,7.2,HW,,2,0.021737,,,,
2960,417,60,82352.3,7.3,HW,,2,0.021737,,,,
2961,417,8,93689.0,6.3,HW,,2,0.021737,,,,
2962,417,31,96407.7,7.0,HW,,2,0.021737,,,,
2963,417,25,98284.4,6.9,HW,,2,0.021737,,,,
2964,417,62,101702.6,7.3,HW,,2,0.021737,,,,
2965,417,123,101878.2,7.7,HW,,2,0.021737,,,,
2966,419,28,58292.4,6.9,HW,,2,0.013058,,,,
2967,419,70,59469.4,7.4,HW,,2,0.013058,,,,
2968,420,70,90816.0,7.4,HW,,2,0.010212,,,,
2969,420,28,101818.8,6.9,HW,,2,0.010212,,,,
2970,421,38,9570.8,7.1,HW,,1,0.015735,,,,
2971,421,19,37878.0,6.7,HW,,1,0.015735,,,,
2972,421,31,47823.5,7.0,HW,,1,0.015735,,,,
2973,421,14.25,60338.9,6.6,HW,,1,0.015735,,,,
2974,422,38,4972.4,7.1,HW,,1,0.015439,,,,
2975,422,19,37702.1,6.7,HW,,1,0.015439,,,,
2976,422,31,46214.7,7.0,HW,,1,0.015439,,,,
2977,422,14.25,56419.3,6.6,HW,,1,0.015439,,,,
2978,423,37,9883.9,7.1,HW,,2,0.0049796,,,,
2979,423,9,39098.0,6.3,FW,,2,0.0049796,,,,
2980,423,20,63119.4,6.8,HW,,2,0.0049796,,,,
2981,423,27,82644.2,6.9,FW,,2,0.0049796,,,,
2982,423,44,83997.5,7.2,HW,,2,0.0049796,,,,
2983,423,2,99036.6,5.6,HW,,2,0.0049796,,,,
2984,424,54,68.7,7.3,HW,,2,0.017388,,,,
2985,424,42,8695.7,7.1,HW,,2,0.017388,,,,
2986,424,123,11879.9,7.7,HW,,2,0.017388,,,,
2987,424,26,12433.4,6.9,HW,,2,0.017388,,,,
2988,424,15,30728.3,6.6,HW,,2,0.017388,,,,
2989,424,31,35192.4,7.0,FW,,2,0.017388,,,,
2990,424,56,49174.7,7.3,HW,,2,0.017388,,,,
2991,424,162,60255.0,7.8,HW,,2,0.017388,,,,
2992,424,85,72451.8,7.5,HW,,2,0.017388,,,,
2993,424,13,78328.3,6.5,HW,,2,0.017388,,,,
2994,424,16,78829.8,6.6,HW,,2,0.017388,,,,
2995,424,66,82218.4,7.4,HW,,2,0.017388,,,,
2996,424,19,89196.9,6.7,HW,,2,0.017388,,,,
2997,424,11,96730.3,6.4, HW,,2,0.017388,,,,
2998,425,27,4144.5,6.9,HW,,2,0.003753,,,,
2999,425,9,62943.2,6.3,FW,,2,0.003753,,,,
3000,425,44,73100.6,7.2,HW,,2,0.003753,,,,
3001,425,37,85675.7,7.1,HW,,2,0.003753,,,,
3002,425,2,98954.8,5.6,HW,,2,0.003753,,,,
3003,426,70,11609.1,7.4,HW,,2,0.035793,,,,
3004,426,29,17434.9,6.9,HW,,2,0.035793,,,,
3005,426,42.07241,22592.4,7.1,HW,,2,0.035793,,,,
3006,426,56.215053,25066.3,7.3,HW,,2,0.035793,,,,
3007,426,101,31354.8,7.6,HW,,2,0.035793,,,,
3008,426,7,31572.8,6.2,HW,,2,0.035793,,,,
3009,426,68,31912.6,7.4,HW,,2,0.035793,,,,
3010,426,19,39213.5,6.7,HW,,2,0.035793,,,,
3011,426,49,50222.1,7.2,HW,,2,0.035793,,,,
3012,426,41,52795.5,7.1,HW,,2,0.035793,,,,
3013,426,24.633328,57974.9,6.9,HW,,2,0.035793,,,,
3014,426,72,58815.7,7.4,HW,,2,0.035793,,,,
3015,426,55,67119.0,7.3,HW,,2,0.035793,,,,
3016,426,25,71489.9,6.9,HW,,2,0.035793,,,,
3017,426,34,71621.4,7.0,HW,,2,0.035793,,,,
3018,426,24.723261,75763.0,6.9,HW,,2,0.035793,,,,
3019,426,4,91680.1,5.9,HW,,2,0.035793,,,,
3020,426,59.978704,95608.7,7.3,HW,,2,0.035793,,,,
3021,426,126,95758.0,7.7,HW,,2,0.035793,,,,
3022,426,64,96324.0,7.3,HW,,2,0.035793,,,,
3023,426,60,98221.3,7.3,FW,,2,0.035793,,,,
3024,426,115,99815.0,7.6,HW,,2,0.035793,,,,
3025,427,26,20663.2,6.9,HW,,2,0.008517,,,,
3026,427,33,55134.5,7.0, FW,,2,0.008517,,,,
3027,428,19,9941.8,6.7,HW,,1,0.01739,,,,
3028,428,38,42933.0,7.1,HW,,1,0.01739,,,,
3029,428,15.58,49398.1,6.6,HW,,1,0.01739,,,,
3030,428,31,100475.8,7.0,HW,,1,0.01739,,,,
3031,429,27,31659.4,6.9,HW,,2,0.0039532,,,,
3032,429,9,36290.1,6.3, HW,,2,0.0039532,,,,
3033,429,44,36639.1,7.2,HW,,2,0.0039532,,,,
3034,429,37,74871.8,7.1,HW,,2,0.0039532,,,,
3035,430,19,5967.0,6.7,HW,,1,0.017276,,,,
3036,430,38,44803.3,7.1,HW,,1,0.017276,,,,
3037,430,15.58,44875.5,6.6,HW,,1,0.017276,,,,
3038,432,40,1609.5,7.1,FW,,2,0.0037105,,,,
3039,433,23,16634.1,6.8,HW,,2,0.024661,,,,
3040,433,14,25825.7,6.6,HW,,2,0.024661,,,,
3041,433,55,31380.7,7.3,HW,,2,0.024661,,,,
3042,433,12,45883.9,6.5,HW,,2,0.024661,,,,
3043,433,50,46284.6,7.2,HW,,2,0.024661,,,,
3044,433,19,63290.8,6.7,HW,,2,0.024661,,,,
3045,433,62,63957.8,7.3,HW,,2,0.024661,,,,
3046,433,25,65552.0,6.9,HW,,2,0.024661,,,,
3047,433,38,69542.3,7.1,HW,,2,0.024661,,,,
3048,433,60,72003.4,7.3,HW,,2,0.024661,,,,
3049,433,30,80829.1,7.0,HW,,2,0.024661,,,,
3050,433,56,84624.7,7.3,HW,,2,0.024661,,,,
3051,433,19,89247.4,6.7,HW,,2,0.024661,,,,
3052,433,66,93070.0,7.4,HW,,2,0.024661,,,,
3053,433,26,95092.0,6.9,HW,,2,0.024661,,,,
3054,433,66,95379.4,7.4,HW,,2,0.024661,,,,
3055,433,34,98069.7,7.0,HW,,2,0.024661,,,,
3056,433,31,99648.2,7.0,HW,,2,0.024661,,,,
3057,433,44,101149.4,7.2,HW,,2,0.024661,,,,
3058,433,11,103949.7,6.4,HW,,2,0.024661,,,,
3059,434,40,70571.2,7.1,HW,,2,0.0041168,,,,
3060,437,40,32729.9,7.1,HW,,2,0.0040041,,,,
3061,438,55,17543.0,7.3,HW,,2,0.022394,,,,
3062,438,68,20065.9,7.4,HW,,2,0.022394,,,,
3063,438,49,21512.7,7.2,HW,,2,0.022394,,,,
3064,438,24.633328,24179.6,6.9,HW,,2,0.022394,,,,
3065,438,24.723261,27732.4,6.9,HW,,2,0.022394,,,,
3066,438,64,37870.9,7.3,HW,,2,0.022394,,,,
3067,438,72,54384.5,7.4,HW,,2,0.022394,,,,
3068,438,29,70609.6,6.9,HW,,2,0.022394,,,,
3069,438,19,84960.9,6.7,HW,,2,0.022394,,,,
3070,438,7,89089.1,6.2,HW,,2,0.022394,,,,
3071,438,70,101707.6,7.4,HW,,2,0.022394,,,,
3072,438,42.07241,104925.3,7.1,HW,,2,0.022394,,,,
3073,438,70,105625.0,7.4,HW,,2,0.022394,,,,
3074,439,19,13374.0,6.7,HW,,1,0.016404,,,,
3075,439,38,16472.6,7.1,HW,,1,0.016404,,,,
3076,439,14.25,52249.4,6.6,HW,,1,0.016404,,,,
3077,439,31,72786.8,7.0,HW,,1,0.016404,,,,
3078,440,53,4491.1,7.2,HW,,1,0.022604,,,,
3079,440,14,5395.2,6.6,HW,,1,0.022604,,,,
3080,440,43,11825.7,7.1,HW,,1,0.022604,,,,
3081,440,93,15663.1,7.5,HW,,1,0.022604,,,,
3082,440,38,18669.2,7.1,HW,,1,0.022604,,,,
3083,440,17,19150.8,6.7,HW,,1,0.022604,,,,
3084,440,15,22207.5,6.6,HW,,1,0.022604,,,,
3085,440,54,23304.2,7.3,HW,,1,0.022604,,,,
3086,440,54,27027.0,7.3,HW,,1,0.022604,,,,
3087,440,47,31641.0,7.2,HW,,1,0.022604,,,,
3088,440,10,31919.3,6.4,HW,,1,0.022604,,,,
3089,440,42,32824.2,7.1,HW,,1,0.022604,,,,
3090,440,54,34081.9,7.3,HW,,1,0.022604,,,,
3091,440,33,37361.1,7.0,HW,,1,0.022604,,,,
3092,440,79,43447.0,7.4,HW,,1,0.022604,,,,
3093,440,55,46634.2,7.3,HW,,1,0.022604,,,,
3094,440,24,53660.8,6.8,HW,,1,0.022604,,,,
3095,440,24,59962.6,6.8,HW,,1,0.022604,,,,
3096,440,172,63952.9,7.8,HW,,1,0.022604,,,,
3097,440,57,87511.3,7.3,HW,,1,0.022604,,,,
3098,440,111,91763.7,7.6,HW,,1,0.022604,,,,
3099,440,30,94593.2,7.0,HW,,1,0.022604,,,,
3100,442,40,36242.6,7.1,HW,,2,0.0037971,,,,
3101,443,64,102309.3,7.3,HW,,2,0.01323,,,,
3102,444,64,102308.6,7.3,HW,,2,0.01323,,,,
3103,445,42,3966.2,7.1,HW,,2,0.017448,,,,
3104,445,54,4859.3,7.3,HW,,2,0.017448,,,,
3105,445,26,16775.7,6.9,HW,,2,0.017448,,,,
3106,445,123,17129.5,7.7,HW,,2,0.017448,,,,
3107,445,31,30050.2,7.0, HW,,2,0.017448,,,,
3108,445,15,35173.6,6.6,HW,,2,0.017448,,,,
3109,445,56,44174.2,7.3,HW,,2,0.017448,,,,
3110,445,162,63962.7,7.8,HW,,2,0.017448,,,,
