time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-03-30T00:15:31.410Z,-5.2049,152.6038,42.05,5.7,mb,,19,1.098,1.06,us,us10001rvz,2015-06-12T01:53:28.040Z,"94km SSW of Taron, Papua New Guinea",earthquake,5.5,4.9,0.044,184,reviewed,us,us
2015-03-28T22:28:50.780Z,0.4002,121.9895,118,5.9,mww,,12,1.399,0.88,us,us10001rmk,2016-11-10T21:46:53.019Z,"42km WSW of Tilamuta, Indonesia",earthquake,6.1,1.8,,,reviewed,us,us
2015-03-16T03:00:05.950Z,-4.0737,152.0288,196,5.9,mww,,16,0.178,0.95,us,us10001mp3,2016-11-10T21:46:46.916Z,"20km NW of Rabaul, Papua New Guinea",earthquake,7.5,1.7,,,reviewed,us,us
2015-03-07T22:18:57.500Z,-6.5331,151.7342,22,5.6,mww,,13,2.365,0.78,us,usc000twg0,2016-11-10T21:46:43.557Z,"207km ESE of Kimbe, Papua New Guinea",earthquake,6.9,1.8,,,reviewed,us,us
2015-03-01T03:32:33.780Z,0.0241,124.4702,62,5.6,mwb,,18,2.001,1.03,us,usc000tu4z,2015-05-19T00:29:20.040Z,"67km SE of Molibagu, Indonesia",earthquake,5.9,1.6,0.048,42,reviewed,us,us
2015-02-21T19:42:22.160Z,-5.4517,147.129,213.79,5.3,mwb,,19,3.394,0.8,us,usc000ts60,2015-05-12T20:29:38.040Z,"141km N of Lae, Papua New Guinea",earthquake,6.9,3.9,0.048,42,reviewed,us,us
2015-02-15T12:56:47.670Z,-5.7628,150.9435,74.84,5.3,mb,,18,1.978,0.87,us,usb000tpil,2015-05-11T23:20:16.040Z,"91km ESE of Kimbe, Papua New Guinea",earthquake,7.4,4.8,0.043,196,reviewed,us,us
2015-02-08T15:09:08.950Z,-2.4318,119.3699,37.28,5.6,mwb,,34,2.593,0.67,us,usc000tn7f,2016-11-10T21:46:21.693Z,"13km WNW of Kalumpang, Indonesia",earthquake,6.3,5.2,0.063,24,reviewed,us,us
2015-02-02T08:25:48.510Z,-1.539,145.2141,14,5.9,mww,,12,2.208,0.73,us,usc000tkwl,2016-11-10T21:46:18.136Z,"235km WNW of Lorengau, Papua New Guinea",earthquake,6.8,1.7,,,reviewed,us,us
2015-01-25T09:20:56.390Z,1.1408,126.4303,35,5.3,mwc,,28,1.005,1.24,us,usc000tiwn,2016-11-10T21:46:10.092Z,"111km WNW of Kota Ternate, Indonesia",earthquake,7.3,1.8,,,reviewed,us,gcmt
2015-01-21T20:08:33.600Z,-5.6549,146.3279,49,5.7,mww,,12,3.734,1.05,us,usc000thwt,2016-11-10T21:46:09.015Z,"75km SE of Madang, Papua New Guinea",earthquake,6.2,1.8,,,reviewed,us,us
2015-01-17T23:39:51.870Z,-5.7726,131.8634,56.76,5.5,mww,,36,2.266,0.78,us,usc000tgvb,2016-11-10T21:46:05.697Z,"98km W of Tual, Indonesia",earthquake,6.8,4.6,,,reviewed,us,us
2015-01-12T20:25:14.170Z,-5.587,133.9223,20.91,5.6,mww,,18,3.131,0.82,us,usc000tewz,2016-11-10T21:46:05.147Z,"38km WNW of Dobo, Indonesia",earthquake,6.3,3,,,reviewed,us,us
2014-12-31T01:37:33.930Z,-4.4378,144.002,123,5.8,mww,,14,3.805,1.12,us,usc000tawd,2016-11-10T21:45:56.063Z,"42km S of Angoram, Papua New Guinea",earthquake,7.1,1.8,,,reviewed,us,us
2014-12-24T06:02:05.300Z,-4.0512,134.9229,10,5.3,mb,,21,2.896,1.32,us,usc000t9na,2015-03-17T02:36:53.040Z,"98km SW of Nabire, Indonesia",earthquake,6.7,1.7,0.057,105,reviewed,us,us
2014-12-17T09:46:58.590Z,-5.5232,151.3933,74.73,5.3,mb,,37,1.362,0.79,us,usc000t7ky,2015-03-06T02:58:59.040Z,"138km E of Kimbe, Papua New Guinea",earthquake,7,1.6,0.042,204,reviewed,us,us
2014-12-09T02:33:32.130Z,-6.4376,154.395,7,5.4,mwb,,24,3.148,0.45,us,usc000t4qs,2016-11-10T21:45:42.300Z,"121km W of Panguna, Papua New Guinea",earthquake,4.1,1.7,0.061,26,reviewed,us,us
2014-12-08T12:51:26.830Z,-1.8198,138.7381,40.18,5.4,mwc,,16,2.082,0.87,us,usc000t4j7,2016-11-10T21:45:41.762Z,"224km WNW of Abepura, Indonesia",earthquake,7.2,4.6,,,reviewed,us,gcmt
2014-12-07T17:55:28.760Z,-6.475,154.3148,10,5.4,mwc,,66,3.12,1.43,us,usc000t4fp,2016-11-10T21:45:40.086Z,"130km W of Panguna, Papua New Guinea",earthquake,8.3,1.8,,,reviewed,us,gcmt
2014-12-07T03:30:01.800Z,-6.4606,154.2587,10,5.6,mwc,,18,3.071,0.89,us,usc000t4dj,2016-11-10T21:45:38.951Z,"136km W of Panguna, Papua New Guinea",earthquake,7.2,1.7,,,reviewed,us,gcmt
2014-12-03T00:27:04.430Z,-2.9324,122.423,10,5.5,mwb,,25,1.91,1.2,us,usb000t2cn,2016-11-10T21:45:34.398Z,"110km NNE of Unaaha, Indonesia",earthquake,4.8,1.7,0.052,36,reviewed,us,us
2014-11-15T03:08:04.590Z,-0.1448,123.8891,90.28,5.9,mww,,14,1.429,1,us,usc000sxhm,2016-11-10T21:45:16.906Z,"59km S of Molibagu, Indonesia",earthquake,6.9,3.9,,,reviewed,us,us
2014-10-30T12:11:35.650Z,-6.9881,117.5894,535,5.7,mww,,21,2.91,0.76,us,usb000srnq,2016-11-10T21:45:04.267Z,"128km N of Labuhankananga, Indonesia",earthquake,8.8,1.9,,,reviewed,us,us
2014-10-19T19:38:38.300Z,-3.3258,150.8427,10,5.8,mww,,46,1.573,1.06,us,usb000sp1f,2015-01-15T20:03:34.040Z,"83km S of Kavieng, Papua New Guinea",earthquake,8,1.8,,,reviewed,us,us
2014-10-13T22:05:39.580Z,-6.6661,129.704,155.12,5.3,mb,,18,2.052,0.63,us,usb000sltd,2015-01-06T23:49:56.040Z,"227km NW of Saumlaki, Indonesia",earthquake,6.3,4.6,0.056,110,reviewed,us,us
2014-10-12T19:41:52.020Z,-5.433,152.0891,35,5.3,mb,,61,1.236,0.56,us,usb000slcj,2015-01-06T23:49:53.040Z,"121km S of Kokopo, Papua New Guinea",earthquake,4,1.9,0.069,72,reviewed,us,us
2014-10-05T14:52:32.400Z,-1.3122,132.4019,3.03,5.3,mwb,,18,1.218,0.83,us,usb000siyn,2017-10-11T20:57:48.844Z,"136km ESE of Sorong, Indonesia",earthquake,6.3,2.9,0.059,28,reviewed,us,us
2014-09-26T20:34:16.030Z,-6.5219,146.7932,48.42,5.3,mb,,17,2.887,0.84,us,usb000sgj0,2014-12-20T00:53:59.040Z,"30km NW of Lae, Papua New Guinea",earthquake,6.5,4.9,0.045,168,reviewed,us,us
2014-09-26T03:55:34.140Z,-6.4578,146.7816,10,5.3,mb,,17,2.951,0.76,us,usb000sg55,2014-12-20T00:53:58.040Z,"36km NW of Lae, Papua New Guinea",earthquake,5.2,1.5,0.05,150,reviewed,us,us
2014-09-23T15:24:00.530Z,-5.3952,151.7372,57.23,5.5,mwc,,15,1.269,0.62,us,usb000sf9a,2014-12-19T00:05:27.040Z,"129km SSW of Kokopo, Papua New Guinea",earthquake,5.9,3.9,,,reviewed,us,gcmt
2014-09-23T10:22:20.140Z,0.1073,119.9809,69.15,5.3,mwb,,43,3.015,1.01,us,usb000sf7q,2014-12-19T00:05:27.040Z,"96km SW of Tinabogan, Indonesia",earthquake,6.3,4.4,0.071,19,reviewed,us,us
2014-09-20T18:27:13.710Z,-0.7667,134.3003,11.84,5.5,mb,,16,2.962,0.87,us,usb000seiy,2014-12-19T00:05:23.040Z,"26km ENE of Manokwari, Indonesia",earthquake,7,3.1,0.047,164,reviewed,us,us
2014-09-16T02:35:18.460Z,-6.308,151.7171,28.07,5.5,mww,,19,2.149,0.49,us,usb000scuj,2014-12-08T23:31:03.040Z,"193km ESE of Kimbe, Papua New Guinea",earthquake,6,3.2,,,reviewed,us,us
2014-09-10T09:32:57.880Z,-0.297,125.1287,14.74,5.3,mwc,,28,2.47,1.08,us,usb000sb05,2014-12-08T23:30:55.040Z,"138km SE of Modayag, Indonesia",earthquake,6.6,3,,,reviewed,us,gcmt
2014-09-10T05:19:24.060Z,-0.2002,125.0922,40.82,5.6,mb,,26,2.466,1.06,us,usb000sayv,2014-12-08T23:30:55.040Z,"127km SE of Modayag, Indonesia",earthquake,6.5,4.6,0.052,132,reviewed,us,us
2014-09-10T05:16:53.210Z,-0.1835,125.1251,30,5.9,mww,,23,2.434,1.15,us,usb000sayt,2014-12-08T23:30:55.040Z,"128km SE of Modayag, Indonesia",earthquake,4.7,1.7,,,reviewed,us,us
2014-09-08T17:53:17.560Z,-5.399,146.7639,230.2,5.3,mb,,10,3.999,0.97,us,usb000safz,2015-01-30T15:35:30.596Z,"108km E of Madang, Papua New Guinea",earthquake,3.5,3.9,0.035,279,reviewed,us,us
2014-08-22T14:29:50.270Z,-6.5859,146.8182,10,5.5,mwc,,16,2.82,1.24,us,usb000s5dr,2017-10-11T20:55:54.042Z,"23km NW of Lae, Papua New Guinea",earthquake,6.8,1.8,,,reviewed,us,gcmt
2014-08-21T02:11:31.040Z,-5.2854,150.6889,8,5.9,mww,,18,1.828,0.52,us,usb000s4s2,2014-11-22T02:06:24.000Z,"67km ENE of Kimbe, Papua New Guinea",earthquake,5.9,1.7,,,reviewed,us,us
2014-08-17T02:38:26.640Z,-7.0659,125.4574,490.4,5.3,mb,,22,2.92,0.68,us,usb000s3hi,2014-11-15T04:07:12.000Z,"165km N of Dili, East Timor",earthquake,,3.4,0.046,175,reviewed,us,us
2014-08-13T05:54:37.820Z,-3.4459,145.4342,30.29,5.6,mww,,33,4.813,0.64,us,usb000s2b1,2014-11-15T04:07:07.000Z,"166km ENE of Angoram, Papua New Guinea",earthquake,,4,,,reviewed,us,us
2014-08-03T00:26:41.860Z,0.9871,146.2597,14.87,5.7,mb,,22,6.553,0.76,us,usb000rzkl,2014-10-29T19:52:57.000Z,Federated States of Micronesia region,earthquake,,3.3,0.04,226,reviewed,us,us
2014-07-28T23:00:48.140Z,-6.9216,143.873,10,5.6,mww,,11,4.083,0.82,us,usb000ry5u,2017-10-11T20:53:58.825Z,"71km S of Ialibu, Papua New Guinea",earthquake,,1.6,,,reviewed,us,us
2014-07-24T17:10:19.940Z,-5.5457,145.422,68.63,5.4,mb,,24,4.203,0.87,us,usb000rwxu,2014-10-25T01:49:34.000Z,"54km SW of Madang, Papua New Guinea",earthquake,,4.4,0.042,202,reviewed,us,us
2014-07-17T13:55:53.750Z,-3.68,140.0667,41.78,5.3,mb,,29,1.321,1,us,usb000rtr7,2014-10-17T21:12:07.000Z,"129km SSW of Abepura, Indonesia",earthquake,,5.3,0.064,84,reviewed,us,us
2014-07-15T16:39:01.550Z,-4.1785,151.3765,10,5.6,mww,,25,0.785,0.84,us,usb000rt5g,2014-10-10T08:02:21.000Z,"88km W of Rabaul, Papua New Guinea",earthquake,,1.8,,,reviewed,us,us
2014-07-15T10:30:30.280Z,-4.1972,151.3845,10,5.7,mww,,12,0.777,1.24,us,usb000rt3b,2014-10-10T08:02:20.000Z,"87km W of Rabaul, Papua New Guinea",earthquake,,1.1,,,reviewed,us,us
2014-07-15T09:44:58.890Z,-4.1115,151.3872,10,5.8,mww,,15,0.778,1.32,us,usb000rt2u,2014-10-10T08:02:20.000Z,"87km W of Rabaul, Papua New Guinea",earthquake,,1.7,,,reviewed,us,us
2014-07-14T05:05:03.200Z,-8.8188,111.2529,52.51,5.5,mww,,44,1.154,1.23,us,usb000rsqi,2015-01-30T02:46:49.044Z,"63km SSW of Ngulung Wetan, Indonesia",earthquake,,3.1,,,reviewed,us,us
2014-07-13T20:00:36.940Z,-4.0484,151.2699,10,5.8,mww,,37,6.705,1.12,us,usb000rsns,2014-10-10T08:02:18.000Z,"101km W of Rabaul, Papua New Guinea",earthquake,,1.7,,,reviewed,us,us
2014-06-26T11:28:21.890Z,0.0232,123.4569,141.74,5.4,mb,,27,1.26,1.33,us,usc000rmcj,2014-09-26T11:49:38.000Z,"47km SE of Bilungala, Indonesia",earthquake,,4.4,0.048,153,reviewed,us,us
2014-06-23T13:47:42.770Z,-6.4497,146.2537,118,5.4,mb,,13,3.069,0.77,us,usc000rk9u,2015-01-30T15:31:48.772Z,"46km ESE of Kainantu, Papua New Guinea",earthquake,,4,0.041,202,reviewed,us,us
2014-06-21T21:51:50.490Z,-0.099,122.939,117,5.4,mwb,,13,0.951,0.93,us,usc000rjrn,2014-09-19T17:23:03.000Z,"61km SSW of Bilungala, Indonesia",earthquake,,1.8,0.058,29,reviewed,us,us
2014-06-10T18:26:15.220Z,-6.8041,154.6586,16.16,5.3,mwb,,15,3.592,0.88,us,usc000rdha,2014-08-30T17:02:54.000Z,"106km WSW of Panguna, Papua New Guinea",earthquake,,1.1,0.04,61,reviewed,us,us
2014-05-21T18:14:27.340Z,-2.9143,127.9801,22.49,5.3,mb,,25,3.712,0.97,us,usb000qyej,2014-08-23T08:36:41.000Z,"29km NW of Piru, Indonesia",earthquake,,3.3,0.047,149,reviewed,us,us
2014-05-11T01:10:15.720Z,-3.4336,146.1109,10,5.9,mww,,25,5.476,0.76,us,usb000qhf5,2014-08-06T00:55:31.000Z,"201km N of Madang, Papua New Guinea",earthquake,,1.7,,,reviewed,us,us
2014-05-02T08:43:36.500Z,-3.8148,127.4008,46.58,5.7,mww,,23,4.555,1.01,us,usb000q6wt,2014-07-27T21:51:17.000Z,"70km SSE of Namlea, Indonesia",earthquake,,4.4,,,reviewed,us,us
2014-04-23T05:40:01.430Z,-6.6331,154.5841,35,5.3,mb,,17,3.419,0.9,us,usb000pvgf,2014-07-14T20:11:11.000Z,"105km WSW of Panguna, Papua New Guinea",earthquake,,1.9,0.041,209,reviewed,us,us
2014-04-21T09:04:21.640Z,-6.2237,154.4348,27,5.6,mww,,17,3.031,0.86,us,usb000psg4,2014-07-04T01:34:53.000Z,"116km W of Panguna, Papua New Guinea",earthquake,,1.8,,,reviewed,us,us
2014-04-20T04:17:31.580Z,-6.832,154.546,11,5.8,mww,,49,3.536,1.01,us,usb000prti,2014-07-04T01:34:28.000Z,"118km WSW of Panguna, Papua New Guinea",earthquake,,1.7,,,reviewed,us,us
2014-04-18T13:33:36.010Z,-9.0559,110.3444,15.37,5.3,mb,,26,2.913,1.25,us,usb000pq2c,2014-07-04T01:33:38.000Z,"122km S of Bambanglipuro, Indonesia",earthquake,,3.3,0.066,78,reviewed,us,us
2014-04-15T19:16:16.580Z,-5.6492,153.784,47.59,5.3,mb,,24,2.169,1.02,us,usb000plmr,2014-07-01T02:38:11.000Z,"155km SSE of Taron, Papua New Guinea",earthquake,,5.2,0.053,119,reviewed,us,us
2014-04-05T03:34:37.330Z,-3.7939,142.0387,59.55,5.3,mb,,18,7.545,0.75,us,usc000p68q,2014-06-11T06:06:08.000Z,"80km SSW of Aitape, Papua New Guinea",earthquake,,5.2,0.055,125,reviewed,us,us
2014-03-31T13:40:58.370Z,-8.3029,146.9838,4,5.6,mww,,18,1.108,0.86,us,usc000nxit,2017-10-11T20:48:14.791Z,"104km NW of Kokoda, Papua New Guinea",earthquake,,1.7,,,reviewed,us,us
2014-03-20T21:15:10.670Z,-5.1882,152.8343,27,5.8,mww,,25,1.194,0.78,us,usc000nj7v,2014-05-24T00:54:36.000Z,"82km SSW of Taron, Papua New Guinea",earthquake,,1.8,,,reviewed,us,us
2014-03-20T18:44:14.570Z,-5.251,152.7899,26.15,5.6,mww,,13,1.223,0.74,us,usc000nitp,2014-05-24T00:54:36.000Z,"90km SSW of Taron, Papua New Guinea",earthquake,,2.8,,,reviewed,us,us
2014-03-20T17:01:21.690Z,-5.1671,152.8114,35,5.4,mww,,15,1.164,0.73,us,usc000nima,2014-05-24T00:54:36.000Z,"81km SSW of Taron, Papua New Guinea",earthquake,,1.8,,,reviewed,us,us
2014-03-19T00:34:15.830Z,-5.298,152.9064,20,5.8,mww,,16,1.325,0.67,us,usc000ngbm,2014-05-24T00:54:33.000Z,"92km S of Taron, Papua New Guinea",earthquake,,1.7,,,reviewed,us,us
2014-03-10T17:33:29.000Z,-5.4804,147.9554,260,5.9,mww,,11,3.464,0.88,us,usc000n6px,2014-05-15T02:24:16.000Z,"124km N of Finschhafen, Papua New Guinea",earthquake,,1.6,,,reviewed,us,us
2014-03-09T13:42:18.990Z,-8.8939,113.0771,78.97,5.3,mb,,21,1.143,0.72,us,usc000n5wc,2015-01-29T17:12:47.253Z,"62km SSE of Pujiharjo, Indonesia",earthquake,,3.6,0.056,111,reviewed,us,us
2014-03-05T22:27:06.390Z,-5.7523,154.1211,33,5.6,mww,,17,2.491,1.48,us,usc000n3qp,2014-05-15T02:23:14.000Z,"163km WNW of Panguna, Papua New Guinea",earthquake,,1.8,,,reviewed,us,us
2014-02-24T21:56:01.590Z,0.5614,126.193,30.38,5.3,mwb,,26,1.192,1.06,us,usc000mxj0,2014-05-07T00:03:11.000Z,"132km W of Kota Ternate, Indonesia",earthquake,,3.1,0.059,28,reviewed,us,us
2014-02-23T15:06:51.230Z,-1.1017,120.2018,20,5.3,mwb,,15,2.57,1.04,us,usc000mx0u,2014-05-07T00:03:09.000Z,"43km ESE of Palu, Indonesia",earthquake,,1.6,0.086,13,reviewed,us,us
2014-02-18T10:12:15.640Z,-4.9229,153.7758,112.21,5.8,mwc,,13,1.763,0.89,us,usc000mslg,2014-04-30T21:18:25.000Z,"96km ESE of Taron, Papua New Guinea",earthquake,,4.1,,,reviewed,us,gcmt
2014-02-10T18:06:17.930Z,-8.2076,124.5284,18.6,5.5,mwb,,40,1.559,0.94,us,usc000mmb5,2017-10-11T20:46:08.214Z,"107km NNW of Atambua, Indonesia",earthquake,,2.4,0.052,35,reviewed,us,us
2014-02-03T22:36:37.090Z,-7.1916,128.1716,7.05,5.8,mww,,17,3.198,1.39,us,usc000mgma,2014-04-08T01:43:27.000Z,"Kepulauan Barat Daya, Indonesia",earthquake,,2.7,,,reviewed,us,us
2014-02-03T04:25:59.940Z,-4.8976,153.7404,109,5.6,mww,,19,1.721,1.02,us,usc000mfvh,2014-04-08T01:43:25.000Z,"91km ESE of Taron, Papua New Guinea",earthquake,,4.6,,,reviewed,us,us
2014-01-24T14:31:24.670Z,-6.63,130.5877,60.27,5.3,mb,,21,1.517,1.01,us,usb000m7by,2014-03-27T18:15:38.000Z,"166km NNW of Saumlaki, Indonesia",earthquake,,4.5,0.066,80,reviewed,us,us
2014-01-23T00:52:15.320Z,-7.1045,120.3147,579,5.5,mwb,,30,4.714,0.94,us,usb000m6hr,2014-03-27T18:15:37.000Z,"130km N of Lanos, Indonesia",earthquake,,1.9,0.063,24,reviewed,us,us
2014-01-05T21:29:33.430Z,-6.9936,128.4273,39,5.3,mb,,16,3.012,0.86,us,usc000lxaa,2014-03-07T00:25:59.000Z,Banda Sea,earthquake,,4.6,0.056,108,reviewed,us,us
2013-12-29T15:37:38.060Z,1.2996,126.2455,42.94,5.7,mww,,25,1.237,0.86,us,usc000ltqk,2014-02-28T09:26:40.562Z,"119km E of Bitung, Indonesia",earthquake,,2,,,reviewed,us,us
2013-12-29T12:49:16.720Z,-5.605,153.9863,24,5.5,mww,,23,7.03,0.98,us,usc000ltnq,2014-02-28T09:34:25.779Z,"164km SE of Taron, Papua New Guinea",earthquake,,1.7,,,reviewed,us,us
2013-12-20T18:46:38.430Z,0.4345,125.3514,52.86,5.3,mwb,,27,2.042,0.9,us,usc000lp1b,2014-02-27T21:37:24.000Z,"107km SSE of Tondano, Indonesia",earthquake,,4.4,0.103,,reviewed,us,us
2013-12-19T21:34:12.610Z,-6.9084,128.3228,10.63,5.7,mwb,,15,3.138,0.85,us,usc000lnj6,2014-02-27T21:52:53.940Z,Banda Sea,earthquake,,2.8,0.093,,reviewed,us,us
2013-11-26T14:30:28.420Z,-5.8261,150.7634,61.17,5.5,mwb,,22,5.039,1.1,us,usb000l6rl,2014-02-12T01:14:23.147Z,"75km ESE of Kimbe, Papua New Guinea",earthquake,,4.3,0.054,,reviewed,us,us
2013-11-18T21:31:09.490Z,-10.0604,123.7611,29.11,5.4,mb,,27,0.174,1.48,us,usb000l1n0,2014-01-31T21:22:29.000Z,"22km ENE of Kupang, Indonesia",earthquake,,3.5,0.06,,reviewed,us,us
2013-11-03T02:42:54.150Z,-5.8583,148.8538,88.74,5.8,mww,,14,3.902,0.88,us,usb000krul,2015-01-30T12:21:11.411Z,"86km WNW of Kandrian, Papua New Guinea",earthquake,,3.9,,,reviewed,us,us
2013-10-12T14:30:09.700Z,0.7452,122.2107,96.63,5.5,mwc,,37,1.861,1.17,us,usb000kbpa,2013-12-24T02:06:15.225Z,"28km NNW of Tilamuta, Indonesia",earthquake,,5.1,,,reviewed,us,gcmt
2013-10-07T13:32:09.660Z,-10.081,151.7996,35.29,5.3,mb,,46,4.622,0.96,us,usb000k7xw,2013-12-19T02:51:37.000Z,"137km ENE of Samarai, Papua New Guinea",earthquake,,1.7,0.074,,reviewed,us,us
2013-09-23T17:28:07.800Z,-4.9422,153.6421,75.39,5.4,mwb,,19,1.651,0.88,us,usb000jy2v,2013-12-09T21:11:14.000Z,"85km SE of Taron, Papua New Guinea",earthquake,,4.3,0.06,,reviewed,us,us
2013-09-18T20:53:31.190Z,-3.3141,144.2317,3.02,5.4,mwb,,17,3.376,0.99,us,usb000jvsr,2013-12-09T21:34:53.226Z,"72km ENE of Wewak, Papua New Guinea",earthquake,,3.1,0.048,,reviewed,us,us
2013-09-09T21:41:33.180Z,1.3814,122.2235,22.5,5.6,mww,,23,2.468,1.34,us,usb000jmsl,2013-11-15T03:56:30.382Z,"77km ENE of Bunobogu, Indonesia",earthquake,,3.2,,,reviewed,us,us
2013-09-07T13:55:50.070Z,-6.4186,130.2621,120,5.4,mwb,,17,1.863,0.94,us,usb000jky2,2013-11-15T03:20:27.000Z,"205km NW of Saumlaki, Indonesia",earthquake,,1.8,0.08,,reviewed,us,us
2013-09-05T15:27:03.040Z,-7.2654,144.0324,9.63,5.3,mwb,,11,3.754,0.84,us,usb000jijn,2017-10-11T20:38:40.591Z,"108km S of Ialibu, Papua New Guinea",earthquake,,2.8,0.08,,reviewed,us,us
2013-08-30T02:11:02.000Z,-4.4412,151.6112,203,5.8,mww,,15,0.604,0.69,us,usb000jdln,2013-11-06T01:33:33.000Z,"67km WSW of Rabaul, Papua New Guinea",earthquake,,1.8,,,reviewed,us,us
2013-08-15T04:05:55.760Z,0.0081,123.1864,151,5.3,mwb,,13,1.122,1.12,us,usb000j3pp,2013-10-19T02:41:44.000Z,"41km S of Bilungala, Indonesia",earthquake,,1.8,0.065,,reviewed,us,us
2013-08-08T10:45:58.200Z,-8.6243,110.9786,9.45,5.3,mb,,25,0.838,1.43,us,usb000iyfk,2015-01-29T23:58:27.802Z,"60km SW of Sukorejo, Indonesia",earthquake,,1.4,0.069,,reviewed,us,us
2013-07-10T17:16:46.720Z,-4.958,148.866,11.9,5.4,mwb,118,38,,0.94,us,usb000ibbj,2014-11-07T01:51:15.255Z,"156km WNW of Kimbe, Papua New Guinea",earthquake,,3.3,,,reviewed,us,us
2013-07-08T02:13:40.600Z,-8.803,113.002,60,5.7,mww,97,24,,1.45,us,usb000i8n2,2015-01-29T02:49:20.810Z,"46km SSE of Pujiharjo, Indonesia",earthquake,,,,,reviewed,us,us
2013-06-27T08:38:08.300Z,1.114,127.13,120,5.7,mww,366,23,,0.75,us,usb000i181,2015-01-31T04:57:36.267Z,"44km NW of Kota Ternate, Indonesia",earthquake,,,,,reviewed,us,us
2013-06-26T22:59:00.990Z,-0.141,125.054,32.7,5.5,mww,125,23,,1.43,us,usb000i0ye,2014-11-07T01:51:07.637Z,"121km SE of Lolayan, Indonesia",earthquake,,3,,,reviewed,us,us
2013-06-24T09:55:44.560Z,-6.446,148.576,28.9,5.7,mww,126,20,,0.89,us,usc000hyr0,2014-11-07T01:51:07.168Z,"83km E of Finschhafen, Papua New Guinea",earthquake,,3.5,,,reviewed,us,us
2013-06-24T08:01:39.440Z,-6.453,148.684,10,5.7,mww,101,17,,0.62,us,usc000hypt,2014-11-07T01:51:07.092Z,"87km E of Finschhafen, Papua New Guinea",earthquake,,1.8,,,reviewed,us,us
2013-06-19T06:52:38.420Z,-3.766,151.4,10,5.5,mwc,93,49,,0.94,us,usc000hutp,2014-11-07T01:51:05.730Z,"102km WNW of Rabaul, Papua New Guinea",earthquake,,1.8,,,reviewed,us,gcmt
2013-05-25T10:32:54.540Z,-7.51,127.916,100,5.5,mwb,456,17,,0.85,us,usb000h5zp,2015-01-30T14:56:23.132Z,"283km ENE of Dili, East Timor",earthquake,,,,,reviewed,us,us
2013-05-17T08:32:39.810Z,-6.24,154.44,77.2,5.4,mb,169,20,,1.04,us,usb000gxjn,2014-11-07T01:50:49.285Z,"115km W of Panguna, Papua New Guinea",earthquake,,4.6,,105,reviewed,us,us
2013-05-15T03:36:01.520Z,-4.56,152.818,58.7,5.7,mww,545,12,,0.89,us,usc000gx2d,2014-11-07T01:50:48.427Z,"25km WSW of Taron, Papua New Guinea",earthquake,,3.1,,,reviewed,us,us
2013-04-30T10:34:12.090Z,0.168,119.826,44.1,5.3,mb,326,24,,0.7,us,usb000gimi,2014-11-07T01:50:39.896Z,"101km SSW of Ogotua, Indonesia",earthquake,,4.5,,183,reviewed,us,us
2013-04-30T10:33:08.190Z,0.141,119.839,58,5.3,mb,350,19,,0.8,us,usb000gilh,2014-11-07T01:50:39.874Z,"101km SSW of Ogotua, Indonesia",earthquake,,4.3,,186,reviewed,us,us
2013-04-20T04:51:12.000Z,-6.292,130.218,108.1,5.9,mww,456,12.9,,0.73,us,usb000gcgu,2015-01-30T11:13:31.913Z,"219km NNW of Saumlaki, Indonesia",earthquake,,2.7,,,reviewed,us,us
2013-04-20T03:42:02.000Z,-5.002,152.111,65.3,5.7,mww,357,27.8,,0.59,us,usb000gcgl,2014-11-07T01:50:36.379Z,"73km SSW of Kokopo, Papua New Guinea",earthquake,,3.1,,,reviewed,us,us
2013-04-19T17:51:41.360Z,-11.976,121.632,15.2,5.8,mww,341,12,,1.11,us,usb000gc0z,2014-11-07T01:50:35.951Z,"225km SSE of Baing, Indonesia",earthquake,,2.7,,,reviewed,us,us
2013-04-17T05:05:03.050Z,-2.768,138.75,50.4,5.5,mwb,234,18,,0.99,us,usb000g8ti,2014-11-07T01:50:34.957Z,"209km W of Abepura, Indonesia",earthquake,,4.5,,,reviewed,us,us
2013-04-16T10:00:22.560Z,-6.589,154.434,7,5.7,mww,227,17,,1.17,us,usb000g7w7,2014-11-07T01:50:34.486Z,"125km WSW of Panguna, Papua New Guinea",earthquake,,,,,reviewed,us,us
2013-04-04T14:10:15.180Z,-5.568,147.195,185.7,5.3,mwb,176,18.8,,0.7,us,usb000fzlr,2014-11-07T01:50:30.356Z,"130km N of Lae, Papua New Guinea",earthquake,,3.7,,,reviewed,us,us
2013-04-03T12:14:48.240Z,-2.496,138.77,72.4,5.3,mb,176,15.6,,0.81,us,usb000fywv,2014-11-07T01:50:29.885Z,"204km W of Abepura, Indonesia",earthquake,,,,110,reviewed,us,us
2013-03-26T17:23:58.100Z,-9.353,120.278,68.7,5.5,mwb,296,33.3,,0.99,us,usb000fsz8,2014-11-07T01:50:23.606Z,"16km NE of Tambulatana, Indonesia",earthquake,,3.9,,,reviewed,us,us
2013-03-11T02:15:47.090Z,-6.673,148.407,27,5.4,mwc,74,32.5,,1.35,us,usb000fim1,2014-11-07T01:50:19.390Z,"42km E of Finschhafen, Papua New Guinea",earthquake,,18.8,,,reviewed,us,gcmt
