,ORIGIN_TIME,EQLO,EQLA,DEPTH,LOCSRC,ML,MW,MW_SRC,STA,STLO,STLA,REPI,AZIM,SAMPLE_RATE,FILE_NAME
669,2009-01-31T08:47:03.000000Z,117.8156,-30.2379,2.1,ISC,4.6,3.78,Herrmann (2009),GIRL,114.234,-22.643,914,336.2,40,2009-01-31T08.45.AU.GIRL.mseed
670,2009-01-31T08:47:03.000000Z,117.8156,-30.2379,2.1,ISC,4.6,3.78,Herrmann (2009),FORT,128.059,-30.799,984.8,96.2,20,2009-01-31T08.45.AU.FORT.mseed
671,2009-01-31T11:55:21.000000Z,117.798,-30.215,0,AUST,4.4,3.81,Ghasemi et al (2016),KLBR,117.7546,-31.5915,152.7,181.5,20,2009-01-31T11.53.AU.KLBR.mseed
672,2009-01-31T11:55:21.000000Z,117.798,-30.215,0,AUST,4.4,3.81,Ghasemi et al (2016),MORW,116.0388,-29.0683,212.5,306.3,40,2009-01-31T11.53.AU.MORW.mseed
673,2009-01-31T11:55:21.000000Z,117.798,-30.215,0,AUST,4.4,3.81,Ghasemi et al (2016),NWAO,117.239,-32.9277,305.4,189.9,20,2009-01-31T11.53.IU.NWAO.mseed
674,2009-01-31T11:55:21.000000Z,117.798,-30.215,0,AUST,4.4,3.81,Ghasemi et al (2016),MEEK,118.614,-26.638,404.4,11.6,40,2009-01-31T11.53.AU.MEEK.mseed
675,2009-01-31T11:55:21.000000Z,117.798,-30.215,0,AUST,4.4,3.81,Ghasemi et al (2016),KMBL,121.8906,-31.3682,412,109.1,200,2009-01-31T11.51.AU.KMBL.mrg.mseed
676,2009-01-31T11:55:21.000000Z,117.798,-30.215,0,AUST,4.4,3.81,Ghasemi et al (2016),RKGY,116.9773,-34.6094,493.4,188.8,20,2009-01-31T11.53.AU.RKGY.mseed
677,2009-01-31T11:55:21.000000Z,117.798,-30.215,0,AUST,4.4,3.81,Ghasemi et al (2016),GIRL,114.234,-22.643,911,336.2,40,2009-01-31T11.53.AU.GIRL.mseed
678,2009-01-31T11:55:21.000000Z,117.798,-30.215,0,AUST,4.4,3.81,Ghasemi et al (2016),FORT,128.059,-30.799,986.8,96.4,20,2009-01-31T11.53.AU.FORT.mseed
679,2009-02-01T00:42:40.000000Z,117.819,-30.209,0,AUST,4,4.07,Ghasemi et al (2016),KLBR,117.7546,-31.5915,153.4,182.3,20,2009-02-01T00.40.AU.KLBR.mseed
680,2009-02-01T00:42:40.000000Z,117.819,-30.209,0,AUST,4,4.07,Ghasemi et al (2016),MORW,116.0388,-29.0683,213.8,305.8,40,2009-02-01T00.40.AU.MORW.mseed
681,2009-02-01T00:42:40.000000Z,117.819,-30.209,0,AUST,4,4.07,Ghasemi et al (2016),NWAO,117.239,-32.9277,306.4,190.2,20,2009-02-01T00.40.IU.NWAO.mseed
682,2009-02-01T00:42:40.000000Z,117.819,-30.209,0,AUST,4,4.07,Ghasemi et al (2016),MEEK,118.614,-26.638,403.3,11.3,40,2009-02-01T00.40.AU.MEEK.mseed
683,2009-02-01T00:42:40.000000Z,117.819,-30.209,0,AUST,4,4.07,Ghasemi et al (2016),KMBL,121.8906,-31.3682,410.3,109.3,20,2009-02-01T00.40.AU.KMBL.mseed
684,2009-02-01T00:42:40.000000Z,117.819,-30.209,0,AUST,4,4.07,Ghasemi et al (2016),RKGY,116.9773,-34.6094,494.4,189,20,2009-02-01T00.40.AU.RKGY.mseed
685,2009-02-01T00:42:40.000000Z,117.819,-30.209,0,AUST,4,4.07,Ghasemi et al (2016),GIRL,114.234,-22.643,911.2,336.1,40,2009-02-01T00.40.AU.GIRL.mseed
686,2009-02-01T00:42:40.000000Z,117.819,-30.209,0,AUST,4,4.07,Ghasemi et al (2016),FORT,128.059,-30.799,984.8,96.4,20,2009-02-01T00.40.AU.FORT.mseed
687,2009-02-01T21:57:40.000000Z,117.795,-30.214,0,AUST,4,3.65,Ghasemi et al (2016),KLBR,117.7546,-31.5915,152.8,181.4,20,2009-02-01T21.55.AU.KLBR.mseed
688,2009-02-01T21:57:40.000000Z,117.795,-30.214,0,AUST,4,3.65,Ghasemi et al (2016),MORW,116.0388,-29.0683,212.2,306.3,40,2009-02-01T21.55.AU.MORW.mseed
689,2009-02-01T21:57:40.000000Z,117.795,-30.214,0,AUST,4,3.65,Ghasemi et al (2016),NWAO,117.239,-32.9277,305.5,189.8,20,2009-02-01T21.55.IU.NWAO.mseed
690,2009-02-01T21:57:40.000000Z,117.795,-30.214,0,AUST,4,3.65,Ghasemi et al (2016),MEEK,118.614,-26.638,404.4,11.6,40,2009-02-01T21.55.AU.MEEK.mseed
691,2009-02-01T21:57:40.000000Z,117.795,-30.214,0,AUST,4,3.65,Ghasemi et al (2016),KMBL,121.8906,-31.3682,412.3,109.1,20,2009-02-01T21.55.AU.KMBL.mseed
692,2009-02-01T21:57:40.000000Z,117.795,-30.214,0,AUST,4,3.65,Ghasemi et al (2016),RKGY,116.9773,-34.6094,493.5,188.8,20,2009-02-01T21.55.AU.RKGY.mseed
693,2009-02-01T21:57:40.000000Z,117.795,-30.214,0,AUST,4,3.65,Ghasemi et al (2016),GIRL,114.234,-22.643,910.8,336.2,40,2009-02-01T21.55.AU.GIRL.mseed
694,2009-02-01T21:57:40.000000Z,117.795,-30.214,0,AUST,4,3.65,Ghasemi et al (2016),FORT,128.059,-30.799,987.1,96.4,20,2009-02-01T21.55.AU.FORT.mseed
695,2009-03-05T12:53:51.000000Z,117.774,-30.208,0,AUST,4.5,4.05,Herrmann (2009),BLDU,116.7091,-30.6119,111.7,246.1,40,2009-03-05T12.53.AU.BLDU.mseed
696,2009-03-05T12:53:51.000000Z,117.774,-30.208,0,AUST,4.5,4.05,Herrmann (2009),KLBR,117.7546,-31.5915,153.4,180.7,200,2009-03-05T12.50.AU.KLBR.mseed
697,2009-03-05T12:53:51.000000Z,117.774,-30.208,0,AUST,4.5,4.05,Herrmann (2009),MORW,116.0388,-29.0683,210.2,306.5,40,2009-03-05T12.51.AU.MORW.mseed
698,2009-03-05T12:53:51.000000Z,117.774,-30.208,0,AUST,4.5,4.05,Herrmann (2009),NWAO,117.239,-32.9277,305.8,189.4,20,2009-03-05T12.51.IU.NWAO.mseed
699,2009-03-05T12:53:51.000000Z,117.774,-30.208,0,AUST,4.5,4.05,Herrmann (2009),MEEK,118.614,-26.638,404.1,12,40,2009-03-05T12.51.AU.MEEK.mseed
700,2009-03-05T12:53:51.000000Z,117.774,-30.208,0,AUST,4.5,4.05,Herrmann (2009),KMBL,121.8906,-31.3682,414.4,109.1,20,2009-03-05T12.51.AU.KMBL.mseed
701,2009-03-05T12:53:51.000000Z,117.774,-30.208,0,AUST,4.5,4.05,Herrmann (2009),RKGY,116.9773,-34.6094,493.8,188.5,20,2009-03-05T12.51.AU.RKGY.mseed
702,2009-03-05T12:53:51.000000Z,117.774,-30.208,0,AUST,4.5,4.05,Herrmann (2009),GIRL,114.234,-22.643,909.3,336.3,40,2009-03-05T12.51.AU.GIRL.mseed
703,2009-03-05T12:53:51.000000Z,117.774,-30.208,0,AUST,4.5,4.05,Herrmann (2009),FORT,128.059,-30.799,989.1,96.4,20,2009-03-05T12.51.AU.FORT.mseed
704,2009-04-08T05:31:50.000000Z,116.881,-34.148,0,AUST,4.1,4.06,ML2MW,RKGY,116.9773,-34.6094,51.9,170.2,20,2009-04-08T05.29.AU.RKGY.mseed
705,2009-04-08T05:31:50.000000Z,116.881,-34.148,0,AUST,4.1,4.06,ML2MW,NWAO,117.239,-32.9277,139.4,13.9,20,2009-04-08T05.29.IU.NWAO.mseed
706,2009-04-08T05:31:50.000000Z,116.881,-34.148,0,AUST,4.1,4.06,ML2MW,KLBR,117.7546,-31.5915,295.1,16.3,20,2009-04-08T05.29.AU.KLBR.mseed
707,2009-04-08T05:31:50.000000Z,116.881,-34.148,0,AUST,4.1,4.06,ML2MW,KMBL,121.8906,-31.3682,561.5,58.1,20,2009-04-08T05.29.AU.KMBL.mseed
708,2009-04-08T05:31:50.000000Z,116.881,-34.148,0,AUST,4.1,4.06,ML2MW,MORW,116.0388,-29.0683,568.9,351.7,40,2009-04-08T05.29.AU.MORW.mseed
709,2009-04-08T05:31:50.000000Z,116.881,-34.148,0,AUST,4.1,4.06,ML2MW,MEEK,118.614,-26.638,849,11.8,40,2009-04-08T05.29.AU.MEEK.mseed
710,2009-04-08T05:31:50.000000Z,116.881,-34.148,0,AUST,4.1,4.06,ML2MW,FORT,128.059,-30.799,1113.7,73.6,20,2009-04-08T05.29.AU.FORT.mseed
711,2009-04-08T05:31:50.000000Z,116.881,-34.148,0,AUST,4.1,4.06,ML2MW,GIRL,114.234,-22.643,1301,347.8,40,2009-04-08T05.29.AU.GIRL.mseed
712,2009-06-25T15:16:49.000000Z,117.468,-30.619,0,AUST,4.2,3.8,Ghasemi et al (2016),BLDU,116.7091,-30.6119,72.8,270.4,40,2009-06-25T15.14.AU.BLDU.mseed
713,2009-06-25T15:16:49.000000Z,117.468,-30.619,0,AUST,4.2,3.8,Ghasemi et al (2016),KLBR,117.7546,-31.5915,111.2,165.8,20,2009-06-25T15.14.AU.KLBR.mseed
714,2009-06-25T15:16:49.000000Z,117.468,-30.619,0,AUST,4.2,3.8,Ghasemi et al (2016),MORW,116.0388,-29.0683,220.5,320.9,40,2009-06-25T15.14.AU.MORW.mseed
715,2009-06-25T15:16:49.000000Z,117.468,-30.619,0,AUST,4.2,3.8,Ghasemi et al (2016),NWAO,117.239,-32.9277,256.9,184.8,20,2009-06-25T15.14.IU.NWAO.mseed
716,2009-06-25T15:16:49.000000Z,117.468,-30.619,0,AUST,4.2,3.8,Ghasemi et al (2016),MEEK,118.614,-26.638,455.2,14.5,40,2009-06-25T15.14.AU.MEEK.mseed
717,2009-06-25T15:16:49.000000Z,117.468,-30.619,0,AUST,4.2,3.8,Ghasemi et al (2016),FORT,128.059,-30.799,1014.4,93.8,20,2009-06-25T15.14.AU.FORT.mseed
718,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),KMBL,121.8906,-31.3682,70.1,170.6,200,2010-04-20T00.16.AU.KMBL.mseed
719,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),BLDU,116.7091,-30.6119,485.1,270.4,40,2010-04-20T00.15.AU.BLDU.mseed
720,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),NWAO,117.239,-32.9277,492.4,239.4,40,2010-04-20T00.15.AU.NWAO.mseed
721,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),MEEK,118.614,-26.638,549.7,325.1,40,2010-04-20T00.15.AU.MEEK.mseed
722,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),MORW,116.0388,-29.0683,583.8,287.1,40,2010-04-20T00.15.AU.MORW.mseed
723,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),RKGY,116.9773,-34.6094,620.9,225.1,40,2010-04-20T00.15.AU.RKGY.mseed
724,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),FORT,128.059,-30.799,602,92.2,20,2010-04-20T00.15.AU.FORT.mseed
725,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),WRKA,128.2961,-25.0375,901.2,47,40,2010-04-20T00.15.AU.WRKA.mseed
726,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),MBWA,119.7312,-21.159,1081.4,348.7,20,2010-04-20T00.19.IU.MBWA.mseed
727,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),GIRL,114.234,-22.643,1169,318.4,40,2010-04-20T00.15.AU.GIRL.mseed
728,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),BBOO,136.0564,-32.8097,1371.3,103.3,40,2010-04-20T00.15.AU.BBOO.mseed
729,2010-04-20T00:17:09.000000Z,121.7699,-30.7448,1.8,ISC,5,4.16,Ghasemi et al (2016),AS31,133.904,-23.666,1433.9,59.8,40,2010-04-20T00.15.AU.AS31.mseed
730,2012-03-23T09:25:19.000000Z,131.971,-26.178,0,GG,5.7,5.18,Ghasemi et al (2016),AS31,133.904,-23.666,339.9,35.5,40,2012-03-23T09.23.AU.AS31.mseed
731,2012-03-23T09:25:19.000000Z,131.971,-26.178,0,GG,5.7,5.18,Ghasemi et al (2016),WRKA,128.2961,-25.0375,390.1,288.1,40,2012-03-23T09.23.AU.WRKA.mseed
732,2012-03-23T09:25:19.000000Z,131.971,-26.178,0,GG,5.7,5.18,Ghasemi et al (2016),BBOO,136.0564,-32.8097,834.8,152.7,200,2012-03-23T09.24.AU.BBOO.mseed
733,2012-03-23T09:25:19.000000Z,131.971,-26.178,0,GG,5.7,5.18,Ghasemi et al (2016),HTT,138.9217,-33.4305,1047.1,141.8,200,2012-03-23T09.24.AU.HTT.mseed
734,2012-03-23T09:25:19.000000Z,131.971,-26.178,0,GG,5.7,5.18,Ghasemi et al (2016),STKA,141.5952,-31.8769,1129.6,126.2,40,2012-03-23T09.23.AU.STKA.mseed
735,2012-03-23T09:25:19.000000Z,131.971,-26.178,0,GG,5.7,5.18,Ghasemi et al (2016),KMBL,121.8906,-31.3682,1139.3,237.3,40,2012-03-23T09.23.AU.KMBL.mseed
736,2012-03-23T09:25:19.000000Z,131.971,-26.178,0,GG,5.7,5.18,Ghasemi et al (2016),MEEK,118.614,-26.638,1333,264.8,40,2012-03-23T09.23.AU.MEEK.mseed
737,2013-06-09T14:22:15.000000Z,131.99,-26.11,0,AUST,5.7,5.38,Ghasemi et al (2016),AS31,133.904,-23.666,332.7,35.9,40,2013-06-09T14.20.AU.AS31.mseed
738,2013-06-09T14:22:15.000000Z,131.99,-26.11,0,AUST,5.7,5.38,Ghasemi et al (2016),WRKA,128.2961,-25.0375,389.7,286.9,200,2013-06-09T14.20.AU.WRKA.mseed
739,2013-06-09T14:22:15.000000Z,131.99,-26.11,0,AUST,5.7,5.38,Ghasemi et al (2016),FORT,128.059,-30.799,646.6,215.6,200,2013-06-09T14.20.AU.FORT.mseed
740,2013-06-09T14:22:15.000000Z,131.99,-26.11,0,AUST,5.7,5.38,Ghasemi et al (2016),BBOO,136.0564,-32.8097,840.7,153,200,2013-06-09T14.20.AU.BBOO.mseed
741,2013-06-09T14:22:15.000000Z,131.99,-26.11,0,AUST,5.7,5.38,Ghasemi et al (2016),HTT,138.9217,-33.4305,1051.9,142.1,200,2013-06-09T14.20.AU.HTT.mseed
742,2013-06-09T14:22:15.000000Z,131.99,-26.11,0,AUST,5.7,5.38,Ghasemi et al (2016),STKA,141.5952,-31.8769,1132.6,126.6,40,2013-06-09T14.20.AU.STKA.mseed
743,2013-06-09T14:22:15.000000Z,131.99,-26.11,0,AUST,5.7,5.38,Ghasemi et al (2016),KMBL,121.8906,-31.3682,1145,237.1,40,2013-06-09T14.20.AU.KMBL.mseed
744,2013-06-09T14:22:15.000000Z,131.99,-26.11,0,AUST,5.7,5.38,Ghasemi et al (2016),MEEK,118.614,-26.638,1335.6,264.5,40,2013-06-09T14.20.AU.MEEK.mseed
745,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),AUKAL,121.4789,-30.7637,29.5,108.6,100,2014-02-25T23.58.S.AUKAL.mseed
746,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),KMBL,121.8906,-31.3682,101.7,138.9,40,2014-02-25T23.58.AU.KMBL.mseed
747,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),KLBR,117.7546,-31.5915,342.6,251.9,40,2014-02-25T23.58.AU.KLBR.mseed
748,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),BLDU,116.7091,-30.6119,429.3,269.9,40,2014-02-25T23.58.AU.BLDU.mseed
749,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),NWAO,117.239,-32.9277,449.3,235.3,40,2014-02-25T23.58.AU.NWAO.mseed
750,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),AUMAZ,116.0384,-32.0069,511.5,251.9,100,2014-02-25T23.58.S.AUMAZ.mseed
751,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),MEEK,118.614,-26.638,513.6,330.1,40,2014-02-25T23.58.AU.MEEK.mseed
752,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),MORW,116.0388,-29.0683,528.4,288.5,40,2014-02-25T23.58.AU.MORW.mseed
753,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),RKGY,116.9773,-34.6094,588.1,221.1,40,2014-02-25T23.58.AU.RKGY.mseed
754,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),FORT,128.059,-30.799,658.1,92.9,40,2014-02-25T23.58.AU.FORT.mseed
755,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),WRKA,128.2961,-25.0375,938.2,50,40,2014-02-25T23.58.AU.WRKA.mseed
756,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),GIRL,114.234,-22.643,1127.1,320.5,40,2014-02-25T23.58.AU.GIRL.mseed
757,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),MULG,134.0585,-30.2818,1236,91.2,40,2014-02-25T23.58.AU.MULG.mseed
758,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),BBOO,136.0564,-32.8097,1427.4,103.4,40,2014-02-25T23.58.AU.BBOO.mseed
759,2014-02-26T00:00:07.000000Z,121.187,-30.679,0.1,AUST,4.57,4.32,Ghasemi et al (2016),AS31,133.904,-23.666,1478.9,61.4,40,2014-02-25T23.58.AU.AS31.mseed
760,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),AUKAL,121.4789,-30.7637,24.3,76.5,100,2014-10-31T19.13.S.AUKAL.mseed
761,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),KMBL,121.8906,-31.3682,87.8,134.5,40,2014-10-31T19.13.AU.KMBL.mseed
762,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),KLBR,117.7546,-31.5915,342.4,254.5,40,2014-10-31T19.13.AU.KLBR.mseed
763,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),BLDU,116.7091,-30.6119,433.8,271.8,40,2014-10-31T19.13.AU.BLDU.mseed
764,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),NWAO,117.239,-32.9277,444.5,237.2,40,2014-10-31T19.13.AU.NWAO.mseed
765,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),AUMAZ,116.0384,-32.0069,511.2,253.7,100,2014-10-31T19.13.S.AUMAZ.mseed
766,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),MEEK,118.614,-26.638,528.8,330.4,40,2014-10-31T19.13.AU.MEEK.mseed
767,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),MORW,116.0388,-29.0683,537.4,289.8,40,2014-10-31T19.13.AU.MORW.mseed
768,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),AUALB,117.9046,-34.9995,558.7,213,100,2014-10-31T19.13.S.AUALB.mseed
769,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),AUHAR,115.8912,-33.0927,564.5,242,100,2014-10-31T19.13.S.AUHAR.mseed
770,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),RKGY,116.9773,-34.6094,579.7,222.3,40,2014-10-31T19.13.AU.RKGY.mseed
771,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),FORT,128.059,-30.799,653.2,91.6,40,2014-10-31T19.13.AU.FORT.mseed
772,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),WRKA,128.2961,-25.0375,944.7,49.1,40,2014-10-31T19.13.AU.WRKA.mseed
773,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),GIRL,114.234,-22.643,1141.5,320.8,40,2014-10-31T19.13.AU.GIRL.mseed
774,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),MULG,134.0585,-30.2818,1231.5,90.5,40,2014-10-31T19.15.AU.MULG.mseed
775,2014-10-31T19:15:25.000000Z,121.232,-30.815,10,AUST,4.22,3.88,Ghasemi et al (2016),BBOO,136.0564,-32.8097,1419.7,102.8,200,2018-08-08T14.15.15.AU.BBOO.mseed
776,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),WRKA,128.2961,-25.0375,165.9,290.9,40,2016-05-20T18.12.AU.WRKA.mseed
777,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),FORT,128.059,-30.799,604.1,196.3,40,2016-05-20T18.12.AU.FORT.mseed
778,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),MULG,134.0585,-30.2818,666.7,142.4,40,2016-05-20T18.12.AU.MULG.mseed
779,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),LCRK,138.2162,-30.4472,984.9,125.1,200,2016-05-20T18.12.AU.LCRK.mseed
780,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),BBOO,136.0564,-32.8097,1003.9,144.4,200,2016-05-20T18.12.AU.BBOO.mseed
781,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),INKA,140.7456,-27.741,1112.1,104.9,200,2016-05-20T18.12.AU.INKA.mseed
782,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),AUCAS,135.7219,-34.2637,1117.6,150.9,100,2016-05-20T18.12.S.AUCAS.mseed
783,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),MEEK,118.614,-26.638,1127.8,261.6,200,2016-05-20T18.12.AU.MEEK.mseed
784,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),AUJCS,138.6098,-33.2047,1199.2,136.9,100,2016-05-20T18.12.S.AUJCS.mseed
785,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),KLBR,117.7546,-31.5915,1355.1,237.8,200,2016-05-20T18.12.AU.KLBR.mseed
786,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),BLDU,116.7091,-30.6119,1403.8,243.6,40,2016-05-20T18.12.AU.BLDU.mseed
787,2016-05-20T18:14:02.000000Z,129.832,-25.579,0,AUST,6.14,6.09,Ghasemi et al (2016),MORW,116.0388,-29.0683,1417.8,251.1,200,2016-05-20T18.12.AU.MORW.mseed
788,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),KLBR,117.7546,-31.5915,456.1,281.5,40,2016-05-28T15.28.AU.KLBR.mseed
789,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),AUALB,117.9046,-34.9995,505.5,235.5,100,2016-05-28T15.28.S.AUALB.mseed
790,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),RKGY,116.9773,-34.6094,560.9,243.8,40,2016-05-28T15.28.AU.RKGY.mseed
791,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),FORT,128.059,-30.799,562.8,71.9,200,2016-05-28T15.28.AU.FORT.mseed
792,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),BLDU,116.7091,-30.6119,585.1,289.4,40,2016-05-28T15.28.AU.BLDU.mseed
793,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),AUMAZ,116.0384,-32.0069,608,273.4,100,2016-05-28T15.28.S.AUMAZ.mseed
794,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),CARL,115.9267,-31.9835,618.8,273.5,200,201605281526.CARL.mrg.mseed
795,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),MORW,116.0388,-29.0683,722.9,300,200,2016-05-28T15.28.AU.MORW.mseed
796,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),WRKA,128.2961,-25.0375,1003.4,36,200,2016-05-28T15.28.AU.WRKA.mseed
797,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),MULG,134.0585,-30.2818,1129,80.5,200,2016-05-28T15.28.AU.MULG.mseed
798,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),AUCAS,135.7219,-34.2637,1248,102.6,100,2016-05-28T15.28.S.AUCAS.mseed
800,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),GIRL,114.234,-22.643,1360.1,321.3,40,2016-05-28T15.28.AU.GIRL.mseed
801,2016-05-28T15:30:26.000000Z,122.466,-32.497,0,AUST,4.95,4.71,Ghasemi et al (2016),AS31,133.904,-23.666,1488.6,51.8,40,2016-05-28T15.28.AU.AS31.mseed
802,2016-05-28T16:38:44.000000Z,122.438,-32.46,0,AUST,5.1,4.81,Ghasemi et al (2016),KLBR,117.7546,-31.5915,452.7,281,40,2016-05-28T16.36.AU.KLBR.mseed
803,2016-05-28T16:38:44.000000Z,122.438,-32.46,0,AUST,5.1,4.81,Ghasemi et al (2016),AUALB,117.9046,-34.9995,505.7,234.9,100,2016-05-28T16.36.S.AUALB.mseed
804,2016-05-28T16:38:44.000000Z,122.438,-32.46,0,AUST,5.1,4.81,Ghasemi et al (2016),RKGY,116.9773,-34.6094,560.3,243.3,40,2016-05-28T16.36.AU.RKGY.mseed
